Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,45800,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,330900,2012,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,413300,2013,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,396500,2014,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,359400,2015,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,371100,2016,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,352800,2017,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,352300,2018,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,328600,2019,1 me 2 me 3 me 4 me 9
Ripanga 5,Nga Taipitopito Ahumoni – Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,336000,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),186497,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),231162,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),231462,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),213955,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),224490,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),244104,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),302297,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),330202,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),310894,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),9894,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),15652,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),15583,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),16670,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),14463,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),15571,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),20175,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),21590,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),24384,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),4969,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),5783,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),5480,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),5778,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),6170,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),6301,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),6820,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),7168,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),7589,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),14216,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),17517,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),17871,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),17544,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),17200,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),17946,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),21992,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),23814,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),23133,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),181769,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),246992,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),217423,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),223236,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),218773,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),231129,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),284060,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),309414,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),318336,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),215176,2012,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),179698,2013,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),220768,2014,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),202195,2015,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),196520,2016,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),216390,2017,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),273017,2018,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),310883,2019,1 me 2 me 3 me 4 me 7
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Purchases me other expenses,Painga ahumoni,$(mano),335411,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),36135,2012,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),39544,2013,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),37610,2014,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),37627,2015,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),42081,2016,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),41597,2017,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),51597,2018,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),55465,2019,1 me 2 me 3 me 4 me 6
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),59748,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),42323,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),28383,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),62972,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),25213,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),24627,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),56996,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),87624,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),60510,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),49793,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),280389,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),258194,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),297312,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),279814,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),276434,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),297804,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),373601,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),418920,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),450265,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),317984,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),302407,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),346245,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),314308,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),295343,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),341826,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),442988,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),458642,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke moni whiwhi,Painga ahumoni,$(mano),507500,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),309134,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),348484,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),380394,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),351432,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),338838,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),370661,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),551776,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),578091,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Painga ahumoni,$(mano),611606,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),83611,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),102324,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),103765,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),120395,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),154515,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),139210,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),150508,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),167890,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Painga ahumoni,$(mano),190539,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1365542,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1633850,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1545944,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1694464,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1592830,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),1778339,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),2065946,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),2186121,2019,1 me 2 me 3 me 4
